paper_id	affiliation_string	labels	labels_name	institution1_id	institution2_id	institution3_id	institution4_id	institution5_id	institution6_id	dataset
W3000943614	INSERM U1195, Université Paris Sud, Faculté de Médecine, APHP, Service de Neurologie, Bicêtre Hospital, 94276 le Kremlin Bicêtre, France	[154526488, 102197404, 4210162942, 4210097159]	['154526488 - Inserm', '102197404 - University of Paris-Sud', '4210162942 - Bicêtre Hospital', '4210097159 - Assistance Publique – Hôpitaux de Paris']	102197404	4210162942	154526488	4210097159	No name	No name	cwts_multi_inst_no_relation
W2564398793	Psychiatry Department, Hôpital Bicêtre, INSERM, UMR S1178, University Paris-Sud, Assistance Publique-Hôpitaux de Paris, Le Kremlin Bicêtre, France.	[154526488, 102197404, 4210162942, 4210097159]	['154526488 - Inserm', '102197404 - University of Paris-Sud', '4210162942 - Bicêtre Hospital', '4210097159 - Assistance Publique – Hôpitaux de Paris']	102197404	4210162942	154526488	4210097159	No name	No name	cwts_multi_inst_no_relation
W2909352948	Department of Interventional Neuroradiology Neuro Brain Vascular Center, Hopital Bicetre, APHP, Paris Sud Université, Le Kremlin-Bicetre, Île-de-France, France.	[102197404, 4210162942, 4210097159]	['102197404 - University of Paris-Sud', '4210162942 - Bicêtre Hospital', '4210097159 - Assistance Publique – Hôpitaux de Paris']	102197404	4210162942	4210097159	No name	No name	No name	cwts_multi_inst_no_relation
W2143316246	Haemophilia Centre, AP‐HP Bicêtre Hospital, Paris‐XI University Paris France	[102197404, 4210162942, 4210097159]	['102197404 - University of Paris-Sud', '4210162942 - Bicêtre Hospital', '4210097159 - Assistance Publique – Hôpitaux de Paris']	102197404	4210162942	4210097159	No name	No name	No name	cwts_multi_inst_no_relation
W2517209909	Centre Hépatobiliaire, AP-HP Hôpital Paul Brousse, INSERM U 935, Univ Paris Sud, Villejuif, France.	[154526488, 102197404, 4210097159, 4210164847]	['154526488 - Inserm', '102197404 - University of Paris-Sud', '4210097159 - Assistance Publique – Hôpitaux de Paris', '4210164847 - Hôpital Paul-Brousse']	102197404	4210164847	154526488	4210097159	No name	No name	cwts_multi_inst_no_relation
W2176608923	Cardiovascular Division, The Rayne Institute, 4th Floor, Lambeth Wing, St Thomas' Hospital, King's College London, London SE1 7EH, UK.	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2073618830	Gastroenterology Unit, GKT, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2073618830	Gastroenterology Unit, GKT, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2073618830	Gastroenterology Unit, GKT, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2073618830	Gastroenterology Unit, GKT, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2006211379	Cardiovascular Division, King's College London, The Rayne Institute, St Thomas' Hospital, Lambeth Palace Road, London SE1 7EH, United Kingdom.	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1696487200	Lupus Unit, Rayne Institute, St Thomas' Hospital, London, United Kingdom	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2012704017	King's College London, Cardiovascular Division, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK	[183935753, 1324925910]	["183935753 - King's College London", "1324925910 - St Thomas' Hospital"]	1324925910	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2170128239	Department of Haematology, Imperial College Healthcare NHS Trust, St. Mary's Hospital, London, UK.	[153355300, 4210106957]	["4210166773 - St. Mary's Hospital", '153355300 - Imperial College Healthcare NHS Trust', "4210106957 - St Mary's Hospital"]	St Mary's Hospital	153355300	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2085523091	St John's Institute of Dermatology King's College London, Guy's Hospital London UK	[1298207432, 183935753]	["1298207432 - Guy's Hospital", "183935753 - King's College London"]	1298207432	183935753	No name	No name	No name	No name	cwts_multi_inst_no_relation
W3061893866	North West London Pathology, Charing Cross Hospital/Hammersmith Hospital, Imperial College Healthcare NHS Trust, London, W2 1NY, UK.	[2802369498, 2801748203, 153355300]	['2802369498 - Charing Cross Hospital', '2801748203 - Hammersmith Hospital', '153355300 - Imperial College Healthcare NHS Trust']	2801748203	2802369498	153355300	No name	No name	No name	cwts_multi_inst_no_relation
W2086845359	Horton Hospital, Oxford Radcliffe Hospitals NHS Trust, Oxford, UK	[2800136523, 4210147381]	['2800136523 - Horton General Hospital', '4210147381 - Oxford University Hospitals NHS Trust']	4210147381	2800136523	No name	No name	No name	No name	cwts_multi_inst_no_relation
W4294967744	Department of Cardiac Surgery, Harefield Hospital, Royal Brompton and Harefield Hospitals, Part of Guy's and St. Thomas’ NHS Foundation Trust, London, UK	[4210096640, 2802782613, 200166805]	['4210096640 - Royal Brompton Hospital', '2802782613 - Harefield Hospital', "200166805 - Guy's and St Thomas' NHS Foundation Trust"]	200166805	2802782613	4210096640	No name	No name	No name	cwts_multi_inst_no_relation
W2997625018	National Institute for Health Research, John Radcliffe Hospital, Oxford Biomedical Research Centre, OX3 9DU Oxford, United Kingdom.	[2802742124, 34931013, 4210088942]	['2802742124 - John Radcliffe Hospital', '34931013 - National Institute for Health Research', '4210088942 - NIHR Oxford Musculoskeletal Biomedical Research Centre']	2802742124	4210088942	No name	No name	No name	No name	cwts_multi_inst_no_relation
W3191505074	Department of Neurosurgery, Royal Liverpool Children’s Hospital NHS Trust, Alder Hey and the Walton Centre for Neurology and Neurosurgery NHS Trust, Liverpool, UK	[4210094656, 2802833755]	["4210094656 - Alder Hey Children's NHS Foundation Trust", '2802833755 - Walton Centre']	4210094656	2802833755	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2033306356	Feto-Maternal Medicine Unit, Homerton Hospital, Academic Unit of Obstetrics and Gynaecology, St Bartholomew's and The Royal London School of Medicine and Dentistry, London, UK.	[4210098291, 225661044]	['4210098291 - Homerton University Hospital', '225661044 - Barts Health NHS Trust']	4210098291	225661044	No name	No name	No name	No name	cwts_multi_inst_no_relation
