paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W2114443206	MRC Human Genetics Unit, MRC Institute for Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, EH4 2XU, United Kingdom;	[98677209, 4210158898]	['98677209 - University of Edinburgh', '4210158898 - MRC Institute of Genetics and Molecular Medicine']	98677209	4210158898	cwts_multi_inst_related
W3041668649	The Epidemiology, Economics and Risk Assessment (EERA) Group, The Roslin Institute, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, UK	[98677209, 133960621]	['98677209 - University of Edinburgh', '133960621 - Roslin Institute']	98677209	133960621	cwts_multi_inst_related
W1971960862	Brighton and Sussex Medical School , University of Sussex , Brighton , United Kingdom.	[162608824, 100063501]	['162608824 - University of Sussex', '100063501 - Brighton and Sussex Medical School']	162608824	100063501	cwts_multi_inst_related
W2004590994	Centre for Diabetes, Blizard Institute of Cell and Molecular Science, Barts and The London School of Medicine and Dentistry, Queen Mary University of London, Whitechapel, London E1 2AT, UK.	[225661044, 166337079]	['225661044 - Barts Health NHS Trust', '166337079 - Queen Mary University of London']	166337079	225661044	cwts_multi_inst_related
W3168673880	Centre for Immunobiology, Blizard Institute, Barts and The London School of Medicine, Queen Mary, University of London, London, United Kingdom	[225661044, 166337079]	['225661044 - Barts Health NHS Trust', '166337079 - Queen Mary University of London']	166337079	225661044	cwts_multi_inst_related
W1995406354	Department of Oral Medicine & Pathology, GKT Dental Institute, Guy's Hospital, London, United Kingdom.	[1298207432, 183935753]	["1298207432 - Guy's Hospital", "183935753 - King's College London"]	1298207432	183935753	cwts_multi_inst_related
W2150929273	Department of Molecular Immunogenetics, Guy's, King's and St Thomas' School of Medicine, Guy's Hospital, London, UK.	[1298207432, 183935753]	["1298207432 - Guy's Hospital", "183935753 - King's College London", "4210153400 - King's College Hospital"]	1298207432	183935753	cwts_multi_inst_related
W2549183947	Cardiovascular Biomedical Research Unit, St. Bartholomew's Hospital, Barts Health NHS Trust, London, United Kingdom.	[225661044, 1307195382]	['225661044 - Barts Health NHS Trust', "1307195382 - St Bartholomew's Hospital"]	225661044	1307195382	cwts_multi_inst_related
W2990380155	St John’s Institute of Dermatology; School of Basic & Medical Biosciences, King’s College London, London, UK	[1298207432, 183935753]	["1298207432 - Guy's Hospital", "183935753 - King's College London"]	183935753	1298207432	cwts_multi_inst_related
W2035861415	Directorate of Infection, Guy's and St Thomas' NHS Foundation Trust, St Thomas' Hospital, London, UK.	[200166805, 1324925910]	["200166805 - Guy's and St Thomas' NHS Foundation Trust", "1324925910 - St Thomas' Hospital"]	200166805	1324925910	cwts_multi_inst_related
W2045705792	Academic Unit of Musculoskeletal Disease, Leeds University, Chapel Allerton Hospital, Chapeltown Road, Leeds LS7 4SA, UK.	[130828816, 2799279645]	['130828816 - University of Leeds', '2799279645 - Chapel Allerton Hospital']	130828816	2799279645	cwts_multi_inst_related
W2734880494	MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, EH4 2XU, UK	[98677209, 4210158898]	['98677209 - University of Edinburgh', '4210158898 - MRC Institute of Genetics and Molecular Medicine']	98677209	4210158898	cwts_multi_inst_related
W2520107693	Cancer Research UK Edinburgh Centre, Institute of Genetics and Molecular Medicine University of Edinburgh Edinburgh UK	[98677209, 2802581871]	['98677209 - University of Edinburgh', '2802581871 - Cancer Research UK Edinburgh Centre']	98677209	2802581871	cwts_multi_inst_related
W2154407315	MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, Western General Hospital, University of Edinburgh, Crewe Road, Edinburgh EH4 2XU, UK	[98677209, 4210158898, 2800150677]	['98677209 - University of Edinburgh', '4210158898 - MRC Institute of Genetics and Molecular Medicine', '2800150677 - Western General Hospital']	98677209	2800150677	cwts_multi_inst_related
W2768464064	Medical Genetics Section, Centre for Genomic and Experimental Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh, Scotland	[98677209, 4210158898]	['98677209 - University of Edinburgh', '4210158898 - MRC Institute of Genetics and Molecular Medicine']	98677209	4210158898	cwts_multi_inst_related
W3154256512	Brighton and Sussex Medical School Royal Alexandra Childrens Hospital, Brighton, UK.	[2803020140, 100063501]	["2803020140 - Royal Alexandra Children's Hospital", '100063501 - Brighton and Sussex Medical School']	2803020140	100063501	cwts_multi_inst_related
W2049834028	Department of Pathology, University of Newcastle-Upon-Tyne, Royal Victoria Infirmary, Newcastle-Upon-Tyne NE1 4LP, UK	[84884186, 2800516725]	['84884186 - Newcastle University', '2800516725 - Royal Victoria Infirmary']	84884186	2800516725	cwts_multi_inst_related
W2057572370	Human Nutrition, School of Medicine, Glasgow Royal Infirmary, College of Medical, Veterinary and Life Sciences, The University of Glasgow,Glasgow G31 2ER,UK	[2800666604, 7882870]	['2800666604 - Glasgow Royal Infirmary', '7882870 - University of Glasgow']	7882870	2800666604	cwts_multi_inst_related
W2218222570	2Blood Sciences, NHS Tayside, Ninewells Hospital and Medical School, Dundee, Scotland	[177639307, 2802526638, 2800860831]	['177639307 - University of Dundee', '2802526638 - Ninewells Hospital', '2800860831 - NHS Tayside']	177639307	2800860831	cwts_multi_inst_related
W2030785856	Centre for Nephrology, Royal Free and University College Medical School, University College London, Royal Free Campus, London, UK	[2801138448, 45129253]	['2801138448 - The Royal Free Hospital', '45129253 - University College London']	2801138448	45129253	cwts_multi_inst_related
W2568636721	Centre for Tropical Medicine and Global Health, Nuffield Department of Medicine, Churchill Hospital, Oxford, UK	[2801179840, 40120149]	['2801179840 - Churchill Hospital', '40120149 - University of Oxford']	2801179840	40120149	cwts_multi_inst_related
W2594243288	Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford, Churchill Hospital, Old Road, Headington, Oxford, OX3 7LJ, UK.	[4210129944, 40120149, 2801179840]	['4210129944 - Oxford Centre for Diabetes, Endocrinology and Metabolism', '40120149 - University of Oxford', '2801179840 - Churchill Hospital']	40120149	2801179840	cwts_multi_inst_related
W1971253212	Churchill Hosp, University of Oxford, Ctr Trop Med, Nuffield Dept Clin Med	[2801179840, 40120149]	['2801179840 - Churchill Hospital', '40120149 - University of Oxford']	2801179840	40120149	cwts_multi_inst_related
W2556534873	Gastroenterology, The Royal London Hospital, Barts Health NHS Trust, London, UK	[2801259928, 225661044]	['2801259928 - Royal London Hospital', '225661044 - Barts Health NHS Trust']	225661044	2801259928	cwts_multi_inst_related
W3012184068	1Department of Endocrinology, Leeds Centre for Diabetes and Endocrinology, St James’s University Hospital, Leeds Teaching Hospitals NHS Trust, Leeds, UK	[2799390153, 2801331674]	['2799390153 - Leeds Teaching Hospitals NHS Trust', "2801331674 - St James's University Hospital"]	2799390153	2801331674	cwts_multi_inst_related
W1741267851	Department of Surgical and Anaesthetic Sciences, University of Sheffield, Royal Hallamshire Hospital, UK	[91136226, 2801732343]	['91136226 - University of Sheffield', '2801732343 - Royal Hallamshire Hospital']	91136226	2801732343	cwts_multi_inst_related
W1991306674	Division of Molecular and Genetic Medicine, Royal Hallamshire Hospital, University of Sheffield, Sheffield, UK	[91136226, 2801732343]	['91136226 - University of Sheffield', '2801732343 - Royal Hallamshire Hospital']	91136226	2801732343	cwts_multi_inst_related
W2118581974	Academic Urology Unit, University of Sheffield, Royal Hallamshire Hospital, Sheffield, United Kingdom	[91136226, 2801732343]	['91136226 - University of Sheffield', '2801732343 - Royal Hallamshire Hospital']	91136226	2801732343	cwts_multi_inst_related
W2151322289	Imperial College of Science, Technology and Medicine, Hammersmith Campus, Department of Haematology, Hammersmith Hospital, Ducane Road, London W12 ONN, England	[47508984, 2801748203]	['47508984 - Imperial College London', '2801748203 - Hammersmith Hospital']	47508984	2801748203	cwts_multi_inst_related
W2055154971	Department of Endocrinology and Metabolism, Division of Investigative Science, Imperial College School of Medicine, Hammersmith Hospital, London W12 0HS, UK	[47508984, 2801748203]	['47508984 - Imperial College London', '2801748203 - Hammersmith Hospital']	2801748203	47508984	cwts_multi_inst_related
W2005202521	Imperial College School of Medicine, Department of Imaging, Hammersmith Hospital, Du Cane Road, London W12 ONN, UK	[47508984, 2801748203]	['47508984 - Imperial College London', '2801748203 - Hammersmith Hospital']	47508984	2801748203	cwts_multi_inst_related
W2072319820	Metabolic and Molecular Imaging Group, MRC Clinical Sciences Centre, Hammersmith Hospital, Imperial College London, London, UK	[47508984, 2801748203]	['47508984 - Imperial College London', '2801748203 - Hammersmith Hospital']	47508984	2801748203	cwts_multi_inst_related
W2108026888	Department of Imaging, Hammersmith Hospital, Imperial College Healthcare NHS Trust	[2801748203, 153355300]	['2801748203 - Hammersmith Hospital', '153355300 - Imperial College Healthcare NHS Trust']	153355300	2801748203	cwts_multi_inst_related
W2771057425	The Wellcome Trust/CRUK Gurdon Institute, University of Cambridge, Cambridge, UK	[2801782436, 241749, 87048295]	['2801782436 - Wellcome/Cancer Research UK Gurdon Institute', '241749 - University of Cambridge', '87048295 - Wellcome Trust']	241749	2801782436	cwts_multi_inst_related
W2164141029	University of Leicester, University Hospitals Leicester, Leicester, UK	[2802445252, 153648349]	['2802445252 - University Hospitals of Leicester NHS Trust', '153648349 - University of Leicester']	153648349	2802445252	cwts_multi_inst_related
W2753483668	a Scottish Centre for Respiratory Research , University of Dundee, Ninewells Hospital and Medical School , Dundee , Scotland.	[177639307, 2802526638]	['177639307 - University of Dundee', '2802526638 - Ninewells Hospital']	177639307	2802526638	cwts_multi_inst_related
W2042405484	Division of Medical Sciences, Centre for Oncology and Molecular Medicine, University of Dundee, Ninewells Hospital, Dundee, Scotland, UK.	[177639307, 2802526638]	['177639307 - University of Dundee', '2802526638 - Ninewells Hospital']	177639307	2802526638	cwts_multi_inst_related
W2019659260	Centre for Cardiovascular and Diabetes Medicine, Ninewells Hospital and Medical School, University of Dundee, Dundee, Scotland, UK	[177639307, 2802526638]	['177639307 - University of Dundee', '2802526638 - Ninewells Hospital']	177639307	2802526638	cwts_multi_inst_related
W2050347923	Division of Neuroscience, Medical Research Institute, University of Dundee, Ninewells Hospital and Medical School, Dundee DD1 9SY, United Kingdom.	[177639307, 2802526638]	['177639307 - University of Dundee', '2802526638 - Ninewells Hospital']	177639307	2802526638	cwts_multi_inst_related
W2130471781	CSRL, University of Warwick, Warwick Medical School, University Hospital, Coventry, CV2 2DX, United Kingdom	[2801674322, 39555362, 2802705189]	['2801674322 - University Hospital Coventry', '39555362 - University of Warwick', '2802705189 - University Hospitals Coventry and Warwickshire NHS Trust']	39555362	2802705189	cwts_multi_inst_related
W2134004194	Gene Medicine Group, Nuffield Department of Clinical Laboratory Sciences, University of Oxford, John Radcliffe Hospital, Oxford, UK	[2802742124, 40120149]	['2802742124 - John Radcliffe Hospital', '40120149 - University of Oxford']	40120149	2802742124	cwts_multi_inst_related
W1996727991	The Oxford Eye Hospital, John Radcliffe Hospital, University of Oxford, Oxford, United Kingdom	[2802742124, 40120149]	['2802742124 - John Radcliffe Hospital', '40120149 - University of Oxford']	40120149	2802742124	cwts_multi_inst_related
W2086578724	Centre for Tropical Diseases, Nuffield Department of Clinical Medicine, John Radcliffe Hospital, University of Oxford, Oxford, UK	[2802742124, 40120149]	['2802742124 - John Radcliffe Hospital', '40120149 - University of Oxford']	40120149	2802742124	cwts_multi_inst_related
W1968644364	MRC Molecular Haematology Unit, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital University of Oxford, Oxford, UK	[2802742124, 40120149]	['2802742124 - John Radcliffe Hospital', '40120149 - University of Oxford']	40120149	2802742124	cwts_multi_inst_related
W2594341951	National Heart & Lung Institute Royal Brompton & Harefield Hospitals, Imperial College London UK	[47508984, 2802782613]	['47508984 - Imperial College London', '2802782613 - Harefield Hospital']	47508984	2802782613	cwts_multi_inst_related
W2573536041	Brain Research Imaging Centre, Neuroimaging Sciences, Centre for Clinical Brain Sciences, Royal Infirmary of Edinburgh, The University of Edinburgh, Edinburgh, UK	[2802789809, 98677209]	['2802789809 - Edinburgh Royal Infirmary', '98677209 - University of Edinburgh']	98677209	2802789809	cwts_multi_inst_related
W2151061970	#N#2#N#Division of Epidemiology and Public Health, Nottingham City Hospital, University of Nottingham, Nottingham, UK;	[2802921333, 142263535]	['2802921333 - Nottingham City Hospital', '142263535 - University of Nottingham']	142263535	2802921333	cwts_multi_inst_related
W2074147355	Division of Respiratory Medicine, University of Nottingham, Nottingham City Hospital, Hucknall Road, Nottingham NG5 1PB, UK, and	[2802921333, 142263535]	['2802921333 - Nottingham City Hospital', '142263535 - University of Nottingham']	142263535	2802921333	cwts_multi_inst_related
W2981550143	Grantham & District Hospital, United Lincolnshire Hospitals NHS Trust, Grantham, UK	[2802274597, 2803040662]	['2802274597 - Grantham and District Hospital', '2803040662 - United Lincolnshire Hospitals NHS Trust']	2803040662	2802274597	cwts_multi_inst_related
W2087969332	Oxford Centre for Human Brain Activity; University of Oxford; Warneford Hospital Oxford United Kingdom	[2803066836, 40120149]	['4210101881 - Wellcome Centre for Integrative Neuroimaging', '2803066836 - Warneford Hospital', '40120149 - University of Oxford']	40120149	2803066836	cwts_multi_inst_related
W2153152213	Academic Unit of Child Health, University of Manchester, St Mary's Hospital, Manchester, UK	[4210087748, 28407311]	["4210087748 - St Mary's Hospital", '28407311 - University of Manchester']	28407311	St Mary's Hospital	cwts_multi_inst_related
W2908065863	MRC Clinical Trials Unit at UCL, Institute of Clinical Trials & Methodology, University College London, London WC1V 6LJ, UK	[4210091428, 45129253]	['4210091428 - MRC Clinical Trials Unit', '45129253 - University College London']	45129253	4210091428	cwts_multi_inst_related
W2807598356	Manchester Royal Eye Hospital, Manchester University NHS Foundation Trust, Manchester Academic Health Science Centre, Manchester, United Kingdom	[2799725268, 2801704036, 4210092852]	['2799725268 - Manchester Academic Health Science Centre', '2801704036 - Manchester Royal Eye Hospital', '4210092852 - Manchester University NHS Foundation Trust']	4210092852	2801704036	cwts_multi_inst_related
W2901510166	NHLI Imperial College, ICMS, Royal Brompton Hospital, London, United Kingdom.	[4210096640, 47508984]	['4210096640 - Royal Brompton Hospital', '47508984 - Imperial College London']	4210096640	47508984	cwts_multi_inst_related
W3164043030	Academic Department of Gastroenterology, Sheffield Teaching Hospitals NHS Trust, Royal Hallamshire Hospital, Glossop Road, Sheffield S10 2JF, UK.	[4210102902, 2801732343]	['4210102902 - Sheffield Teaching Hospitals NHS Foundation Trust', '2801732343 - Royal Hallamshire Hospital']	4210102902	2801732343	cwts_multi_inst_related
W2054513678	The National Heart and Lung Institute, Imperial College of Science, Technology and Medicine, Department of Cardiothoracic Surgery, St. Mary's Hospital, London, United Kingdom	[47508984, 4210106957]	['47508984 - Imperial College London', "4210166773 - St. Mary's Hospital", "4210106957 - St Mary's Hospital"]	47508984	St Mary's Hospital	cwts_multi_inst_related
W4200223069	Directorate of Maternity Queen Charlotte’s and Chelsea Hospital Imperial College Healthcare NHS Trust  London	[4210123123, 153355300]	["4210123123 - Queen Charlotte's and Chelsea Hospital", '153355300 - Imperial College Healthcare NHS Trust']	4210123123	153355300	cwts_multi_inst_related
W2151279343	Department of Immunology, Chelsea and Westminster Hospital, Imperial College London, London, UK	[4210136304, 47508984]	['4210136304 - Chelsea and Westminster Hospital', '47508984 - Imperial College London']	47508984	4210136304	cwts_multi_inst_related
W2040090033	Centre for Genetics and Genomics, School of Biology, Queen's Medical Centre, The University of Nottingham, Nottingham, UK	[4210137227, 142263535]	["4210137227 - Queen's Medical Centre", '142263535 - University of Nottingham']	142263535	4210137227	cwts_multi_inst_related
W1995928833	School of Biomedical Sciences, Queens Medical Centre, Nottingham NG7 2UH, UK	[4210137227, 142263535]	["4210137227 - Queen's Medical Centre", '142263535 - University of Nottingham']	4210137227	142263535	cwts_multi_inst_related
W2045162664	School of Biomedical Sciences, University of Nottingham, Queen's Medical Centre, Nottingham, NG7 2UH, UK	[4210137227, 142263535]	["4210137227 - Queen's Medical Centre", '142263535 - University of Nottingham']	142263535	4210137227	cwts_multi_inst_related
W2743427841	UK Centre for Tobacco and Alcohol Studies, Division of Primary Care, University of Nottingham Medical School, Queen’s Medical Centre, Nottingham, UK	[4210111371, 4210137227, 142263535]	['4210111371 - UK Centre for Tobacco & Alcohol Studies', "4210137227 - Queen's Medical Centre", '142263535 - University of Nottingham']	142263535	4210137227	cwts_multi_inst_related
W2065746033	School of Biomedical Sciences, Medical School, University of Nottingham, Queen's Medical Centre, Nottingham NG7 2UH, UK	[4210137227, 142263535]	["4210137227 - Queen's Medical Centre", '142263535 - University of Nottingham']	142263535	4210137227	cwts_multi_inst_related
W3121660295	Department of Radiology, John Radcliffe Hospital, Oxford University Hospitals NHS Trust, Oxford, UK	[2802742124, 4210147381]	['2802742124 - John Radcliffe Hospital', '4210147381 - Oxford University Hospitals NHS Trust']	4210147381	2802742124	cwts_multi_inst_related
W2161815684	MRC – Lifecourse Epidemiology Unit, University of Southampton, Southampton, UK	[43439940, 4210148293]	['43439940 - University of Southampton', '4210148293 - MRC Lifecourse Epidemiology Unit']	43439940	4210148293	cwts_multi_inst_related
W3034379618	Centre for Inflammation Research, The University of Edinburgh, Edinburgh Bioquarter, Edinburgh, UK.	[98677209, 4210151647]	['98677209 - University of Edinburgh', '4210151647 - Centre for Inflammation Research']	98677209	4210151647	cwts_multi_inst_related
W1990010616	Institute of Metabolic Science Addenbrooke's Hospital University of Cambridge Cambridge UK	[4210156194, 241749]	["4210156194 - Addenbrooke's Hospital", '241749 - University of Cambridge']	241749	4210156194	cwts_multi_inst_related
W2070706399	Palliative Care Team, Cambridge University Hospitals’ NHS Foundation Trust, Addenbrooke’s Hospital, Cambridge, UK	[4210156194, 2802466933]	["4210156194 - Addenbrooke's Hospital", '2802466933 - Cambridge University Hospitals NHS Foundation Trust']	2802466933	4210156194	cwts_multi_inst_related
W3110067964	Department of Oncology, Addenbrooke’s Hospital, Cambridge University Hospitals NHS Foundation Trust, Cambridge, UK	[4210156194, 2802466933]	["4210156194 - Addenbrooke's Hospital", '2802466933 - Cambridge University Hospitals NHS Foundation Trust']	2802466933	4210156194	cwts_multi_inst_related
W2800895621	Univ Glasgow, Inst Cardiovasc & Med Sci, Coll Med Vet & Life Sci, Queen Elizabeth Univ Hosp, Glasgow G51 4TF, Lanark, Scotland	[7882870, 4210158502]	['7882870 - University of Glasgow', '4210158502 - Queen Elizabeth University Hospital']	7882870	4210158502	cwts_multi_inst_related
W170558594	Eye Department, Bradford Hospitals NHS Trust, Bradford Royal Infirmary, Bradford, United Kingdom	[2800495676, 4210166758]	['2800495676 - Bradford Royal Infirmary', '4210166758 - Bradford Teaching Hospitals NHS Foundation Trust']	2800495676	4210166758	cwts_multi_inst_related
W4225136913	Nuclear Imaging, Patras University Hospital, University of Patras Medical School, Patras, Greece	[174878644, 2801754460]	['174878644 - University of Patras', '2801754460 - General University Hospital of Patras']	174878644	2801754460	cwts_multi_inst_related
W2986776322	From the Department of Rheumatology, Patras University Hospital, University of Patras Medical School.	[174878644, 2801754460]	['174878644 - University of Patras', '2801754460 - General University Hospital of Patras']	174878644	2801754460	cwts_multi_inst_related
W4303685395	Department of Neurology, University Hospital of Larissa, Faculty of Medicine, School of Health Sciences, University of Thessaly, 41100 Larissa, Greece	[4210107217, 145722265]	['4210107217 - University Hospital of Larissa', '145722265 - University of Thessaly']	145722265	4210107217	cwts_multi_inst_related
W2012314641	Department of Psychiatry, University of Athens, Eginition Hospital, Athens, Greece.	[4210141397, 200777214]	['4210141397 - Eginition Hospital', '200777214 - National and Kapodistrian University of Athens']	200777214	4210141397	cwts_multi_inst_related
W2979425525	Second Cardiology Department, Attikon Hospital, National and Kapodistrian University of Athens, Athens, Greece.	[4210140282, 200777214]	['4210140282 - University General Hospital Attikon', '200777214 - National and Kapodistrian University of Athens']	200777214	4210140282	cwts_multi_inst_related
W1818300433	a 4th Department of Surgery, Athens University, Medical School, ATTIKON University Hospital , Chaidari , Athens , Greece.	[4210140282, 200777214]	['4210140282 - University General Hospital Attikon', '200777214 - National and Kapodistrian University of Athens']	200777214	4210140282	cwts_multi_inst_related
W4281476860	2nd Department of Cardiology, Medical School, National and Kapodistrian University of Athens, University General Hospital ATTIKON, Athens, Greece	[4210140282, 200777214]	['4210140282 - University General Hospital Attikon', '200777214 - National and Kapodistrian University of Athens']	200777214	4210140282	cwts_multi_inst_related
W3026114931	Department of Cardiovascular Diseases; University of Zagreb School of Medicine; University Hospital Centre Zagreb; Zagreb Croatia	[181343428, 138937732]	['181343428 - University of Zagreb', '138937732 - University Hospital Centre Zagreb']	181343428	138937732	cwts_multi_inst_related
W3151293113	University Hospital Centre Zagreb, Department of Clinical and Molecular Microbiology,School of Medicine, University of Zagreb, Zagreb 10 000, Croatia.	[181343428, 138937732]	['181343428 - University of Zagreb', '138937732 - University Hospital Centre Zagreb']	181343428	138937732	cwts_multi_inst_related
W2070147282	Transplantation Unit, Department of Surgery B, Tel-Aviv Sourasky Medical Center, affiliated to the Sackler Faculty of Medicine, Tel Aviv University, Tel-Aviv, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W2145619121	Department of Otolaryngology—Head and Neck Surgery and Maxillofacial Surgery, Tel Aviv Sourasky Medical Center, Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W960433054	In Vitro Fertilization Unit, Lis Maternity Hospital, Tel Aviv Sourasky Medical Center, Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W3047933186	Department of Urology, Tel-Aviv Sourasky Medical Center, Sackler School of Medicine, Tel-Aviv University, Tel Aviv-Yafo, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W2105893279	Institute of Endocrinology, Metabolism, and Hypertension, Tel Aviv-Sourasky Medical Center, Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W2164391068	Organ Transplantation Unit (H.M., R.N.) Tel Aviv Sourasky Medical Center, affiliated to the Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel	[16391192, 2799807261]	['16391192 - Tel Aviv University', '2799807261 - Tel Aviv Sourasky Medical Center']	16391192	2799807261	cwts_multi_inst_related
W2073112217	Neurogastroenterology Unit, Department of Gastroenterology, Sheba Medical Center and Sackler School of Medicine, Tel Aviv University, Tel Hashomer, Israel	[16391192, 2799810450]	['16391192 - Tel Aviv University', '2799810450 - Sheba Medical Center']	16391192	2799810450	cwts_multi_inst_related
W2151654856	IVF Unit, Sheba Medical Center, Tel Hashomer, affiliated with Sackler Medical School, Tel Aviv University, Israel	[16391192, 2799810450]	['16391192 - Tel Aviv University', '2799810450 - Sheba Medical Center']	16391192	2799810450	cwts_multi_inst_related
W2058120680	Heller Institute of Medical Research, Sheba Medical Center, Tel Hashomer and the Sackler Faculty of Medicine, Tel Aviv University	[16391192, 2799810450]	['16391192 - Tel Aviv University', '2799810450 - Sheba Medical Center', '-1 - None']	16391192	2799810450	cwts_multi_inst_related
W4210652775	Department of Cardiac Surgery, Sheba Medical Center, Tel Hashomer, Sackler School of Medicine, Tel Aviv University, Tel Aviv, Israel.	[16391192, 2799810450]	['16391192 - Tel Aviv University', '2799810450 - Sheba Medical Center']	16391192	2799810450	cwts_multi_inst_related
W2008180582	The Chaim Sheba Medical Center, Sackler Medical School, Tel-Aviv University, Tel Hashomer 69978, Israel	[16391192, 2799810450]	['16391192 - Tel Aviv University', '2799810450 - Sheba Medical Center']	16391192	2799810450	cwts_multi_inst_related
W2561943251	Clinical Research Center Soroka University Medical Center Ben-Gurion University of the Negev Beer-Sheva Israel.	[2800633300, 124227911]	['2800633300 - Soroka Medical Center', '124227911 - Ben-Gurion University of the Negev']	124227911	2800633300	cwts_multi_inst_related
W2980170242	Department of Internal Medicine A, Bnai Zion Medical Center, Technion, Haifa, Israel.	[174306211, 4210113309]	['174306211 - Technion – Israel Institute of Technology', '4210113309 - Bnai Zion Medical Center']	174306211	4210113309	cwts_multi_inst_related
W2021943033	Department of Vascular Surgery, Assaf Harofeh Medical Center, Zerifin, Affiliated to the Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel	[16391192, 4210114157]	['16391192 - Tel Aviv University', '4210114157 - Assaf Harofeh Medical Center']	16391192	4210114157	cwts_multi_inst_related
W2141019211	Department of Internal Medicine F, Assaf Harofeh Medical Center (affiliated to Sackler School of Medicine, Tel Aviv University), Zerifin, Israel.	[16391192, 4210114157]	['16391192 - Tel Aviv University', '4210114157 - Assaf Harofeh Medical Center']	16391192	4210114157	cwts_multi_inst_related
W1969517462	Department of Microbiology, Institute of Medical Sciences, Banaras Hindu University (BHU), Varanasi, India.	[51317819, 91357014]	['51317819 - Institute of Medical Sciences', '91357014 - Banaras Hindu University']	91357014	51317819	cwts_multi_inst_related
W2146420887	Department of Pediatric Surgery, Institute of Medical Sciences, Banaras Hindu University, Varanasi, 221005, UP, India.	[51317819, 91357014]	['51317819 - Institute of Medical Sciences', '91357014 - Banaras Hindu University']	91357014	51317819	cwts_multi_inst_related
W4283315474	Kasturba Medical College, Manipal, Manipal Academy of Higher Education, Manipal, India.	[164861460, 76414455]	['164861460 - Manipal Academy of Higher Education', '76414455 - Kasturba Medical College']	164861460	76414455	cwts_multi_inst_related
W2024288681	Department of Radiology, Kasturba Medical College, Manipal University, Mangalore, India	[164861460, 76414455]	['164861460 - Manipal Academy of Higher Education', '76414455 - Kasturba Medical College']	164861460	76414455	cwts_multi_inst_related
W3127745495	Pulmonary Medicine Kasturba Medical College, Manipal, Manipal Academy of Higher Education (MAHE)  Manipal India	[164861460, 76414455]	['164861460 - Manipal Academy of Higher Education', '76414455 - Kasturba Medical College']	164861460	76414455	cwts_multi_inst_related
W2017150025	Amrita Centre for Nanoscience and Molecular Medicine, Amrita Institute of Medical Sciences, Amrita Vishwa Vidyapeetham University, Cochin, Kerala, India.	[1282879092, 81556334]	['1282879092 - Amrita Institute of Medical Sciences and Research Centre', '81556334 - Amrita Vishwa Vidyapeetham University']	81556334	1282879092	cwts_multi_inst_related
W1951315831	Department of Experimental Medicine, Policlinico Umberto I, University of Rome La Sapienza, Rome, Italy.	[861853513, 2800330116]	['861853513 - Sapienza University of Rome', '2800330116 - Policlinico Umberto I']	861853513	2800330116	cwts_multi_inst_related
W1980089741	Department of Neonatal Intensive Care, ‘G. Gaslini’ Children's Hospital, University of Genoa, Genoa, Italy	[83816512, 2801463291]	['83816512 - University of Genoa', '2801463291 - Istituto Giannina Gaslini']	83816512	2801463291	cwts_multi_inst_related
W3036172933	Department of Urology Foundation IRCCS Ca’ Granda – Ospedale Maggiore PoliclinicoUniversity of Milan Milan Italy	[2803066834, 4210087357, 189158943]	["2803066834 - Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico", '4210087357 - Ospedale Maggiore', '189158943 - University of Milan']	189158943	2803066834	cwts_multi_inst_related
W2757003661	Hematology Division, IRCCS Ca’ Granda - Maggiore Policlinico Hospital Foundation, University of Milan, Milan, Italy	[2803066834, 189158943]	["2803066834 - Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico", '189158943 - University of Milan']	189158943	2803066834	cwts_multi_inst_related
